host,neighboraddress,timestamp,vrf,lastchange,peer_as,sessionstate,prefixesreceived,prefixaccepted,prefixsent,peergroups,neighborinfo,DeviceType
c11x98a724z.network.microsoft.com,2ff1:4898:3040:1::51a,51:47.0,default,08:32.3,,ESTABLISHED,211,211,166,corp-sl-v6,c11x98anrz1,TS
c11x98a724z.network.microsoft.com,172.199.46.63,51:47.0,default,08:30.4,,ESTABLISHED,375,0,0,corp-bl-v4,c11x98anrb4,TS
c11x98anrz2.network.microsoft.com,172.199.46.220,51:47.0,default,08:33.0,,ESTABLISHED,253,253,379,corp-ts-v4,c11x98a724z,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::65,51:47.0,default,06:30.9,,ESTABLISHED,99,99,198,corp-ts-v6,c11x98anru1,Service_leaf
c11x98a724z.network.microsoft.com,172.199.46.61,51:47.0,default,08:30.4,,ESTABLISHED,0,0,0,corp-bl-v4,c11x98anrb3,TS
c11x98anrz2.network.microsoft.com,172.199.46.196,51:47.0,default,24:35.3,,ESTABLISHED,0,0,0,corp-ts-v4,c11x98a721z,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::e2a,51:47.0,default,06:31.4,,ESTABLISHED,0,0,89,corp-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:5::e1a,51:47.0,admin,06:32.9,,ESTABLISHED,0,1,0,admin-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,199.36.199.1,51:47.0,default,06:32.3,,ESTABLISHED,,,,evpz-bl,c11x98anrb2,Service_leaf
c11x98anrz2.network.microsoft.com,199.36.199.3,51:47.0,default,06:32.3,,ESTABLISHED,,,,evpz-bl,c11x98anrb4,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.32.54,51:47.0,default,06:30.0,,ESTABLISHED,0,0,0,corp-ts-v4,c11x98anru2,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.46.200,51:47.0,default,38:03.2,,ESTABLISHED,0,0,0,corp-ts-v4,c11x98a722y,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::7a,51:47.0,default,06:31.3,,ESTABLISHED,0,0,0,corp-macsec-v6,c11x98anre1,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.46.208,51:47.0,default,29:58.2,,ESTABLISHED,253,253,383,corp-ts-v4,c11x98a723y,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::e1e,51:47.0,default,06:32.5,,ESTABLISHED,84,84,0,corp-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::e1a,51:47.0,default,06:32.6,,ESTABLISHED,84,84,89,corp-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::4f5,51:47.0,default,38:05.6,,ESTABLISHED,99,99,218,corp-ts-v6,c11x98a722y,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::f0e,51:47.0,default,03:40.6,,IDLE,0,0,0,corp-hlb-v6,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3080::3a6,51:47.0,usc-nonusc,03:58.7,,IDLE,0,0,0,usc-nonusc-fw-v6,c11x98anrz6,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.109.3,51:47.0,usc-nonusc,03:58.3,,IDLE,0,0,0,usc-nonusc-v4,c11x98anrz6,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.109.154,51:47.0,usc-nonusc,06:31.7,,ESTABLISHED,0,0,0,usc-nonusc-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.109.138,51:47.0,usc-nonusc,06:31.8,,ESTABLISHED,0,0,0,usc-nonusc-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.109.158,51:47.0,usc-nonusc,06:33.4,,ESTABLISHED,0,0,0,usc-nonusc-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3080::39a,51:47.0,usc-nonusc,03:57.6,,ACTIVE,0,0,0,usc-nonusc-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3080::38e,51:47.0,usc-nonusc,03:58.6,,ACTIVE,0,0,0,usc-nonusc-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3080::38a,51:47.0,usc-nonusc,03:57.8,,ACTIVE,0,0,0,usc-nonusc-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.44.154,51:47.1,soc,06:33.6,,ESTABLISHED,1,0,0,soc-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:c::e1e,51:47.1,soc,06:35.0,,ESTABLISHED,0,0,0,soc-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.44.158,51:47.1,soc,06:47.1,,ESTABLISHED,0,0,0,soc-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:c::e1a,51:47.1,soc,06:35.9,,ESTABLISHED,0,0,0,soc-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:10::e0e,51:47.1,az-be,03:56.0,,IDLE,0,0,0,az-be-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.48.142,51:47.1,az-be,03:58.2,,IDLE,0,0,0,az-be-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:10::e0a,51:47.1,az-be,03:57.9,,IDLE,0,0,0,az-be-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.49.142,51:47.1,fabric-hsm,06:32.1,,ESTABLISHED,1,0,2,fabric-hsm-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.49.138,51:47.1,fabric-hsm,06:33.4,,ESTABLISHED,0,1,0,fabric-hsm-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:10::e1a,51:47.1,fabric-hsm,03:58.4,,IDLE,0,0,0,fabric-hsm-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.38.174,51:47.1,be,03:58.2,,CONNECT,0,0,0,be-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.47.142,51:47.1,hsm,06:46.9,,ESTABLISHED,0,0,2,hsm-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.41.142,51:47.1,saw-int,06:31.1,,ESTABLISHED,1,0,5,saw-int-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.41.206,51:47.1,saw-int,08:42.3,,ESTABLISHED,5,0,256,saw-int-hlb-v4,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.40.202,51:47.1,support,41:17.2,,ESTABLISHED,5,5,0,support-hlb-v4,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.40.154,51:47.1,support,06:37.5,,ESTABLISHED,1,1,19,support-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.40.158,51:47.1,support,06:33.6,,ESTABLISHED,1,1,19,support-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.33.170,51:47.1,inetfe,06:34.7,,ESTABLISHED,0,0,0,inetfe-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.33.206,51:47.1,inetfe,03:56.6,,ACTIVE,0,0,0,inetfe-hlb-v4,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.33.154,51:47.1,inetfe,06:31.3,,ESTABLISHED,0,3,0,inetfe-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.214,51:47.1,internal,56:51.1,,ESTABLISHED,0,0,0,internal-glb-v4,c11x98f5bga,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:3::e0e,51:47.1,internal,06:31.6,,ESTABLISHED,0,0,0,internal-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.142,51:47.1,internal,06:30.8,,ESTABLISHED,0,0,0,internal-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:d::a,51:47.1,inter-dc,06:34.3,,ESTABLISHED,0,0,0,inter-dc-macsec-v6,c11x98anre1,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:d::e,51:47.1,inter-dc,06:34.0,,ESTABLISHED,0,0,0,inter-dc-macsec-v6,c11x98anre2,Service_leaf
c11x98a724z.network.microsoft.com,172.199.46.59,51:47.1,default,08:30.4,,ESTABLISHED,0,375,0,corp-bl-v4,c11x98anrb2,TS
c11x98a724z.network.microsoft.com,172.199.46.221,51:47.1,default,08:30.6,,ESTABLISHED,0,0,0,corp-sl-v4,c11x98anrz2,TS
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::4ed,51:47.1,default,24:44.5,,ESTABLISHED,98,98,219,corp-ts-v6,c11x98a721z,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::7e,51:47.1,default,06:31.0,,ESTABLISHED,0,0,1,corp-macsec-v6,c11x98anre2,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::f0a,51:47.1,default,03:40.8,,IDLE,0,0,0,corp-hlb-v6,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,199.36.199.0,51:47.1,default,06:32.4,,ESTABLISHED,,,,evpz-bl,c11x98anrb1,Service_leaf
c11x98a724z.network.microsoft.com,2ff1:4898:3040:1::435,51:47.1,default,16:37.8,,ESTABLISHED,0,0,0,corp-tor-v6,c11x98an54a,TS
c11x98a724z.network.microsoft.com,2ff1:4898:3040:1::4d2,51:47.1,default,08:32.0,,ESTABLISHED,213,213,220,corp-bl-v6,c11x98anrb1,TS
c11x98anrz2.network.microsoft.com,172.199.32.61,51:47.1,default,06:29.9,,ESTABLISHED,0,0,0,corp-macsec-v4,c11x98anre1,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.32.170,51:47.1,default,06:30.1,,ESTABLISHED,0,0,235,corp-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::e0e,51:47.1,default,06:30.9,,ESTABLISHED,0,0,0,corp-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.46.212,51:47.1,default,00:13.4,,ESTABLISHED,0,0,0,corp-ts-v4,c11x98a723z,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.109.142,51:47.1,usc-nonusc,06:31.8,,ESTABLISHED,0,0,0,usc-nonusc-fw-v4,c11x98p52hb,Service_leaf
c11x98a724z.network.microsoft.com,172.199.46.90,51:47.1,default,16:35.0,,ESTABLISHED,0,0,0,corp-tor-v4,c11x98an54a,TS
c11x98anrz2.network.microsoft.com,172.199.36.154,51:47.1,admin,06:30.6,,ESTABLISHED,0,0,0,admin-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.32.174,51:47.1,default,06:30.6,,ESTABLISHED,0,0,0,corp-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::6d,51:47.1,default,06:31.4,,ESTABLISHED,0,97,149,corp-ts-v6,c11x98anru2,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.46.204,51:47.1,default,32:31.1,,ESTABLISHED,0,0,0,corp-ts-v4,c11x98a722z,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.48.138,51:47.1,az-be,03:58.2,,IDLE,0,0,0,az-be-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.33.174,51:47.1,inetfe,06:33.7,,ESTABLISHED,1,1,0,inetfe-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:2::e1a,51:47.1,inetfe,06:33.2,,ESTABLISHED,0,0,0,inetfe-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:7::e2a,51:47.1,be,03:57.5,,CONNECT,0,0,0,be-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.38.154,51:47.1,be,06:33.4,,ESTABLISHED,1,1,31,be-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.35.214,51:47.1,external,35:22.2,,ESTABLISHED,0,0,0,external-glb-v4,c11x98f5bgb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.38.170,51:47.1,be,03:58.5,,CONNECT,0,0,0,be-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.47.138,51:47.1,hsm,06:31.7,,ESTABLISHED,0,1,2,hsm-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.38.158,51:47.1,be,06:33.5,,ESTABLISHED,0,1,31,be-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:2::e1e,51:47.1,inetfe,06:32.2,,ESTABLISHED,0,0,0,inetfe-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:2::f0a,51:47.1,inetfe,03:56.0,,ACTIVE,0,0,0,inetfe-hlb-v6,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.40.206,51:47.1,support,08:39.2,,ESTABLISHED,0,0,0,support-hlb-v4,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.42.158,51:47.1,inter-dc,06:48.7,,ESTABLISHED,0,39,12,inter-dc-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.42.170,51:47.1,inter-dc,06:46.7,,ESTABLISHED,1,0,12,inter-dc-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.42.174,51:47.1,inter-dc,06:47.8,,ESTABLISHED,1,1,12,inter-dc-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:3::e0a,51:47.1,internal,06:32.7,,ESTABLISHED,0,0,0,internal-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:9::e1e,51:47.1,support,06:33.7,,ESTABLISHED,0,0,0,support-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:a::e0e,51:47.1,saw-int,06:32.5,,ESTABLISHED,1,1,0,saw-int-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:d::e2a,51:47.1,inter-dc,06:34.0,,ESTABLISHED,0,1,0,inter-dc-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.42.154,51:47.1,inter-dc,06:34.5,,ESTABLISHED,0,0,0,inter-dc-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.7,51:47.1,inter-dc,06:35.7,,ESTABLISHED,0,0,0,inter-dc-macsec-v4,c11x98anre2,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.5,51:47.1,inter-dc,06:32.9,,ESTABLISHED,12,12,2,inter-dc-macsec-v4,c11x98anre1,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.206,51:47.1,internal,08:43.3,,ESTABLISHED,0,0,0,internal-hlb-v4,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.138,51:47.1,internal,06:36.2,,ESTABLISHED,1,1,0,internal-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:9::e1a,51:47.1,support,06:35.2,,ESTABLISHED,0,0,8,support-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:4::e0a,51:47.1,external,06:33.7,,ESTABLISHED,0,0,24,external-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:d::e2e,51:47.1,inter-dc,06:36.0,,ESTABLISHED,0,0,0,inter-dc-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:4::e0e,51:47.1,external,06:32.1,,ESTABLISHED,0,0,0,external-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.35.142,51:47.1,external,06:33.2,,ESTABLISHED,0,1,37,external-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.35.138,51:47.1,external,06:48.2,,ESTABLISHED,0,0,0,external-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.35.202,51:47.1,external,40:52.2,,ESTABLISHED,0,0,20,external-hlb-v4,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3080::39e,51:47.1,usc-nonusc,03:57.8,,ACTIVE,0,0,0,usc-nonusc-fw-v6,c11x98p52h,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.35.206,51:47.2,external,08:43.3,,ESTABLISHED,0,0,0,external-hlb-v4,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.46.192,51:47.2,default,49:37.5,,ESTABLISHED,0,0,0,corp-ts-v4,c11x98a721y,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:1::e2e,51:47.2,default,06:31.4,,ESTABLISHED,0,0,0,corp-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98a724z.network.microsoft.com,2ff1:4898:3040:1::4de,51:47.2,default,08:32.9,,ESTABLISHED,206,206,222,corp-bl-v6,c11x98anrb4,TS
c11x98a724z.network.microsoft.com,172.199.46.94,51:47.2,default,16:48.4,,ESTABLISHED,0,0,0,corp-tor-v4,c11x98an54b,TS
c11x98anrz2.network.microsoft.com,172.199.45.154,51:47.2,scorp,06:32.0,,ESTABLISHED,0,0,0,scorp-fabric-fw-v4,,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:8::e1a,51:47.2,hgs,06:31.5,,ESTABLISHED,0,0,0,hgs-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:10::e1e,51:47.2,fabric-hsm,03:58.2,,IDLE,0,0,0,fabric-hsm-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.50.138,51:47.2,dsre-fabric,06:35.2,,ESTABLISHED,0,0,14,dsre-fabric-tenant-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:11::e0a,51:47.2,dsre-fabric,03:51.8,,IDLE,0,0,0,dsre-fabric-tenant-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:11::e0e,51:47.2,dsre-fabric,03:51.1,,IDLE,0,0,0,dsre-fabric-tenant-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:7::e1a,51:47.2,be,06:35.4,,ESTABLISHED,1,1,30,be-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:7::e1e,51:47.2,be,06:32.5,,ESTABLISHED,0,0,0,be-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:7::e2e,51:47.2,be,03:57.6,,CONNECT,0,0,0,be-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:f::e0a,51:47.2,hsm,06:32.5,,ESTABLISHED,0,0,0,hsm-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:3::f0a,51:47.2,external,03:51.8,,ACTIVE,0,0,0,internal-hlb-v6,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:f::e0e,51:47.2,hsm,06:35.9,,ESTABLISHED,1,1,2,hsm-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:3::f0e,51:47.2,external,03:52.1,,ACTIVE,0,0,0,internal-hlb-v6,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.50.142,51:47.2,dsre-fabric,06:47.8,,ESTABLISHED,35,0,0,dsre-fabric-tenant-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:11::e1a,51:47.2,dsre-fabric,06:33.2,,ESTABLISHED,0,0,0,dsre-fabric-nontenant-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.50.154,51:47.2,dsre-fabric,06:48.7,,ESTABLISHED,0,14,0,dsre-fabric-nontenant-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.37.142,51:47.2,vpz,06:33.3,,ESTABLISHED,1,1,0,vpz-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.50.158,51:47.2,dsre-fabric,06:33.7,,ESTABLISHED,14,0,35,dsre-fabric-nontenant-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.39.158,51:47.2,hgs,06:46.9,,ESTABLISHED,0,0,0,hgs-fabric-fw-v4,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:2::f0e,51:47.2,inetfe,03:57.6,,ACTIVE,0,0,0,inetfe-hlb-v6,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.34.202,51:47.2,internal,40:45.2,,ESTABLISHED,0,6,0,internal-hlb-v4,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:8::e1e,51:47.2,hgs,06:36.8,,ESTABLISHED,0,0,0,hgs-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.39.154,51:47.2,hgs,06:31.8,,ESTABLISHED,0,0,0,hgs-fabric-fw-v4,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.41.202,51:47.2,saw-int,40:43.2,,ESTABLISHED,5,0,255,saw-int-hlb-v4,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.33.158,51:47.2,inetfe,06:32.0,,ESTABLISHED,3,0,0,inetfe-fw-v4,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:2::e2a,51:47.2,inetfe,06:33.8,,ESTABLISHED,0,0,1,inetfe-fabric-fw-v6,c11x98p52hc,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.33.202,51:47.2,inetfe,03:55.7,,ACTIVE,0,0,0,inetfe-hlb-v4,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:2::e2e,51:47.2,inetfe,06:35.6,,ESTABLISHED,0,0,1,inetfe-fabric-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:a::e0a,51:47.2,saw-int,06:34.3,,ESTABLISHED,1,0,4,saw-int-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:6::e0a,51:47.2,vpz,06:33.7,,ESTABLISHED,0,0,56,vpz-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.37.202,51:47.2,vpz,40:43.2,,ESTABLISHED,0,0,,vpz-hlb-v4,c11x98f5bha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.41.138,51:47.2,saw-int,06:35.3,,ESTABLISHED,0,0,0,saw-int-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:d::e1a,51:47.2,inter-dc,06:34.0,,ESTABLISHED,1,0,4,inter-dc-fw-v6,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.37.206,51:47.2,vpz,08:41.3,,ESTABLISHED,0,0,,vpz-hlb-v4,c11x98f5bhb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:11::e1e,51:47.2,dsre-fabric,06:36.2,,ESTABLISHED,0,0,0,dsre-fabric-nontenant-fw-v6,c11x98p52hd,Service_leaf
c11x98anrz2.network.microsoft.com,172.199.37.138,51:47.2,vpz,06:33.8,,ESTABLISHED,0,0,0,vpz-fw-v4,c11x98p52ha,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:d::e1e,51:47.2,inter-dc,06:35.0,,ESTABLISHED,0,0,4,inter-dc-fw-v6,c11x98p52hb,Service_leaf
c11x98anrz2.network.microsoft.com,2ff1:4898:3040:6::e0e,51:47.3,vpz,06:33.0,,ESTABLISHED,0,0,56,vpz-fw-v6,c11x98p52hb,Service_leaf
c11x98a723z.network.microsoft.com,172.199.46.211,51:47.5,default,00:10.8,,ESTABLISHED,0,0,0,corp-sl-v4,c11x98anrz1,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::42d,51:47.5,default,00:51.3,,ESTABLISHED,0,0,0,corp-tor-v6,c11x98an53b,TS
c11x98a723z.network.microsoft.com,172.199.46.41,51:47.5,default,00:11.4,,ESTABLISHED,0,371,380,corp-bl-v4,c11x98anrb1,TS
c11x98a723z.network.microsoft.com,172.199.46.45,51:47.5,default,00:11.4,,ESTABLISHED,371,0,0,corp-bl-v4,c11x98anrb3,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::425,51:47.5,default,00:38.2,,ESTABLISHED,0,0,0,corp-tor-v6,c11x98an53a,TS
c11x98a723z.network.microsoft.com,172.199.46.213,51:47.5,default,00:11.5,,ESTABLISHED,0,374,368,corp-sl-v4,c11x98anrz2,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::4ba,51:47.5,default,00:12.3,,ESTABLISHED,214,214,208,corp-bl-v6,c11x98anrb3,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::50e,51:47.5,default,00:12.9,,ESTABLISHED,212,212,187,corp-sl-v6,c11x98anrz2,TS
c11x98a723z.network.microsoft.com,172.199.46.82,51:47.5,default,00:35.6,,ESTABLISHED,0,0,0,corp-tor-v4,c11x98an53a,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::4b6,51:47.5,default,00:12.9,,ESTABLISHED,208,208,141,corp-bl-v6,c11x98anrb2,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::50a,51:47.5,default,00:12.3,,ESTABLISHED,212,212,136,corp-sl-v6,c11x98anrz1,TS
c11x98a723z.network.microsoft.com,172.199.46.47,51:47.6,default,00:11.4,,ESTABLISHED,0,0,0,corp-bl-v4,c11x98anrb4,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::4b2,51:47.6,default,00:14.0,,ESTABLISHED,214,214,220,corp-bl-v6,c11x98anrb1,TS
c11x98a723z.network.microsoft.com,172.199.46.86,51:47.6,default,00:49.7,,ESTABLISHED,0,0,0,corp-tor-v4,c11x98an53b,TS
c11x98a723z.network.microsoft.com,2ff1:4898:3040:1::4be,51:47.6,default,00:14.0,,ESTABLISHED,207,207,220,corp-bl-v6,c11x98anrb4,TS
