host,neighboraddress,timestamp,vrf,lastchange,peer_as,sessionstate,prefixesreceived,prefixaccepted,prefixsent,peergroups,neighborinfo,DeviceType
d14x98anrb2.network.microsoft.com,199.33.62.23,11:55.1,default,51:32.3,,CONNECT,0,0,0,evpz-client,d14x98anrul,BL
d14x98anrb2.network.microsoft.com,199.33.62.14,11:55.1,default,37:09.2,,ESTABLISHED,,,,evpz-client,d14x98an52a,BL
d14x98anrb2.network.microsoft.com,199.33.62.13,11:55.1,default,18:03.4,,ESTABLISHED,,,,evpz-client,d14x98an51b,BL
d14x98anrb2.network.microsoft.com,199.33.62.12,11:55.1,default,33:41.8,,ESTABLISHED,,,,evpz-client,d14x98an51a,BL
d14x98anrb2.network.microsoft.com,199.33.62.127,11:55.1,default,45:12.4,,ESTABLISHED,81,81,,evpz-client,d14x98an5ud,BL
d14x98anrb2.network.microsoft.com,199.36.199.2,11:55.1,default,42:34.5,,IDLE,0,0,0,evpz-cp1,,BL
d14x98anrb2.network.microsoft.com,199.32.65.2,11:55.1,default,42:36.2,,IDLE,0,0,0,evpz-sg2,,BL
d14x98anrb2.network.microsoft.com,172.199.160.19,11:55.2,default,24:44.4,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru1,BL
d14x98anrb2.network.microsoft.com,199.33.62.125,11:55.2,default,27:46.2,,ESTABLISHED,103,103,,evpz-client,d14x98an5ub,BL
d14x98anrb2.network.microsoft.com,199.33.62.6,11:55.2,default,25:44.5,,ESTABLISHED,164,164,,evpz-client,d14x98anrz1,BL
d14x98anrb2.network.microsoft.com,199.33.62.15,11:55.2,default,21:38.6,,ESTABLISHED,,,,evpz-client,d14x98an52b,BL
d14x98anrb2.network.microsoft.com,199.37.69.186,11:55.2,default,45:19.6,,ESTABLISHED,0,0,0,corp-wan-v4,d14x98ca950,BL
d14x98anre2.network.microsoft.com,2ff1:110:3040:1::75,11:55.3,default,03:08.5,,ESTABLISHED,0,0,38,corp-tsl-v6,d14x98anrz1,MacSec
d14x98anre2.network.microsoft.com,2ff1:110:3040:1::7d,11:55.3,default,51:59.9,,ESTABLISHED,0,37,0,corp-tsl-v6,d14x98anrz2,MacSec
d14x98anre2.network.microsoft.com,172.199.160.58,11:55.3,default,25:41.9,,ESTABLISHED,1,0,2,corp-tsl-v4,d14x98anrz1,MacSec
d14x98anre2.network.microsoft.com,172.199.162.2,11:55.4,inter-dc,25:46.1,,ESTABLISHED,0,0,0,inter-dc-tsl-v4,d14x98anrz1,MacSec
d14x98anre2.network.microsoft.com,172.199.42.245,11:55.4,inter-dc,15:36.2,,ESTABLISHED,0,0,0,macsec-sg2-v4,sx98anre1,MacSec
d14x98anre2.network.microsoft.com,2ff1:110:3040:d::5,11:55.4,inter-dc,25:46.0,,ESTABLISHED,2,2,4,inter-dc-tsl-v6,d14x98anrz1,MacSec
d14x98anre2.network.microsoft.com,2ff1:4898:3040:d::e4e,11:55.4,inter-dc,26:09.2,,ESTABLISHED,0,0,0,macsec-sg2-v6,sx98anre2,MacSec
d14x98anre2.network.microsoft.com,172.199.162.6,11:55.4,inter-dc,52:00.3,,ESTABLISHED,0,0,0,inter-dc-tsl-v4,d14x98anrz2,MacSec
d14x98anre2.network.microsoft.com,2ff1:4898:3040:d::e4a,11:55.4,default,58:39.7,,IDLE,0,0,0,macsec-sg2-v6,sx98anre1,MacSec
d14x98anre2.network.microsoft.com,172.199.160.62,11:55.4,default,51:59.6,,ESTABLISHED,1,0,0,corp-tsl-v4,d14x98anrz2,MacSec
d14x98anre2.network.microsoft.com,172.199.42.247,11:55.5,inter-dc,26:01.6,,ESTABLISHED,0,6,0,macsec-sg2-v4,sx98anre2,MacSec
d14x98anre2.network.microsoft.com,2ff1:110:3040:d::d,11:55.5,inter-dc,52:01.1,,ESTABLISHED,0,2,4,inter-dc-tsl-v6,d14x98anrz2,MacSec
d14x98anre2.network.microsoft.com,2ff1:4898:3040:d::e3e,11:55.5,inter-dc,15:26.7,,ESTABLISHED,0,0,0,macsec-cp1-v6,c11x98anre2,MacSec
d14x98an5ua.network.microsoft.com,199.33.62.2,11:55.5,default,21:21.5,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,NS_TOR
d14x98an5ua.network.microsoft.com,199.33.62.3,11:55.5,default,22:14.0,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,NS_TOR
d14x98an5ua.network.microsoft.com,2ff1:110:3040:1::81,11:55.5,default,04:18.1,,IDLE,0,0,0,corp-ts-v6,d14x98anru1,NS_TOR
d14x98an5ua.network.microsoft.com,172.199.160.242,11:55.5,default,13:53.1,,ESTABLISHED,0,0,2,corp-ts-v4,d14x98anru2,NS_TOR
d14x98an5ua.network.microsoft.com,199.33.62.1,11:55.6,default,20:58.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,NS_TOR
d14x98an5ua.network.microsoft.com,172.199.160.240,11:55.6,default,08:56.7,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98anrun.network.microsoft.com,2ff1:110:3040:1::ed,11:55.6,default,52:21.8,,IDLE,0,0,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98anrun.network.microsoft.com,172.199.160.110,11:55.6,default,52:22.9,,IDLE,0,0,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98an5ua.network.microsoft.com,199.33.62.0,11:55.6,default,20:17.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,NS_TOR
d14x98anrun.network.microsoft.com,199.33.62.0,11:55.6,default,52:22.8,,ACTIVE,0,0,0,evpz-bl,d14x98anrb1,NS_TOR
d14x98anrun.network.microsoft.com,172.199.160.106,11:55.6,default,52:22.5,,IDLE,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98anrun.network.microsoft.com,2ff1:110:3040:1::e5,11:55.6,default,52:23.0,,IDLE,0,0,0,corp-ts-v6,d14x98anru1,NS_TOR
d14x98anrun.network.microsoft.com,199.33.62.1,11:55.6,default,52:22.4,,ACTIVE,0,0,0,evpz-bl,d14x98anrb2,NS_TOR
d14x98anrun.network.microsoft.com,199.33.62.2,11:55.6,default,52:23.1,,ACTIVE,0,0,0,evpz-bl,d14x98anrb3,NS_TOR
d14x98anrun.network.microsoft.com,199.33.62.3,11:55.6,default,52:22.1,,ACTIVE,0,0,0,evpz-bl,d14x98anrb4,NS_TOR
d14x98an5ua.network.microsoft.com,2ff1:110:3040:1::89,11:55.6,default,04:18.2,,IDLE,0,0,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3040:1::ad,11:56.3,default,26:37.3,,ESTABLISHED,0,0,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98anruf.network.microsoft.com,199.33.62.1,11:56.3,default,26:37.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,NS_TOR
d14x98anruf.network.microsoft.com,199.33.62.3,11:56.3,default,26:37.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,NS_TOR
d14x98anruf.network.microsoft.com,199.33.62.0,11:56.3,default,26:37.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3040:1::a5,11:56.3,default,16:48.0,,IDLE,0,0,0,corp-ts-v6,d14x98anru1,NS_TOR
d14x98anruf.network.microsoft.com,172.199.160.74,11:56.3,default,26:36.3,,ESTABLISHED,56,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98anruf.network.microsoft.com,172.199.160.78,11:56.3,default,26:36.4,,ESTABLISHED,56,0,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98anruf.network.microsoft.com,199.33.62.2,11:56.3,default,26:37.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::6caf:e411,11:56.4,vpz,52:18.7,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::20,11:56.4,vpz,37:54.5,,ESTABLISHED,0,0,1,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::12,11:56.4,vpz,02:55.6,,ESTABLISHED,0,0,1,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::14,11:56.4,vpz,37:41.5,,ESTABLISHED,1,0,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::11,11:56.4,vpz,02:34.8,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::23,11:56.4,vpz,39:34.9,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::13,11:56.4,vpz,42:58.5,,ESTABLISHED,0,0,1,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::15,11:56.4,vpz,29:46.4,,ESTABLISHED,1,1,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::10,11:56.4,vpz,37:49.7,,ESTABLISHED,1,0,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::22,11:56.4,vpz,33:06.4,,ESTABLISHED,1,0,1,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::19,11:56.4,vpz,25:30.7,,ESTABLISHED,0,1,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::18,11:56.4,vpz,39:04.8,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98anruf.network.microsoft.com,2ff1:110:3000:32::21,11:56.4,vpz,39:48.4,,ESTABLISHED,1,1,1,,,NS_TOR
d14x98anrap.network.microsoft.com,2ff1:110:3040:5::9d,11:56.7,admin,30:12.7,,ESTABLISHED,1,0,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anrap.network.microsoft.com,172.199.164.100,11:56.9,admin,30:12.7,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anrap.network.microsoft.com,172.199.164.96,11:56.9,admin,30:12.7,,ESTABLISHED,0,1,0,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anrap.network.microsoft.com,2ff1:110:3040:5::cd,11:56.9,admin,30:11.5,,ESTABLISHED,1,1,0,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anrul.network.microsoft.com,199.33.62.1,11:57.1,default,43:37.8,,ACTIVE,0,0,0,evpz-bl,d14x98anrb2,NS_TOR
d14x98anrul.network.microsoft.com,2ff1:110:3040:1::dd,11:57.1,default,43:38.3,,IDLE,0,0,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98anrul.network.microsoft.com,199.33.62.2,11:57.1,default,43:38.2,,ACTIVE,0,0,0,evpz-bl,d14x98anrb3,NS_TOR
d14x98anrul.network.microsoft.com,172.199.160.98,11:57.1,default,43:37.7,,IDLE,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98anrul.network.microsoft.com,199.33.62.3,11:57.1,default,43:38.3,,ACTIVE,0,0,0,evpz-bl,d14x98anrb4,NS_TOR
d14x98anrul.network.microsoft.com,172.199.160.102,11:57.1,default,43:37.5,,IDLE,0,0,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98anrul.network.microsoft.com,2ff1:110:3040:1::d5,11:57.2,default,43:38.5,,IDLE,0,0,0,corp-ts-v6,d14x98anru1,NS_TOR
d14x98anrul.network.microsoft.com,199.33.62.0,11:57.3,default,43:38.3,,ACTIVE,0,0,0,evpz-bl,d14x98anrb1,NS_TOR
d14x98anrac,172.199.164.8,11:57.3,admin,56:45.1,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anrac,2ff1:110:3040:5::31,11:57.3,admin,56:45.2,,ESTABLISHED,1,1,1,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anrac,172.199.164.24,11:57.4,admin,56:45.0,,ESTABLISHED,1,0,1,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anrac,2ff1:110:3040:5::11,11:57.4,admin,56:45.1,,ESTABLISHED,0,0,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anrar.network.microsoft.com,172.199.164.108,11:57.9,admin,30:13.1,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anrar.network.microsoft.com,172.199.164.104,11:57.9,admin,30:12.2,,ESTABLISHED,1,1,1,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anrar.network.microsoft.com,2ff1:110:3040:5::ad,11:57.9,admin,30:13.0,,ESTABLISHED,0,0,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anrar.network.microsoft.com,2ff1:110:3040:5::b5,11:58.1,admin,30:13.2,,ESTABLISHED,0,0,0,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anraq.network.microsoft.com,2ff1:110:3040:5::a9,11:58.2,admin,56:41.9,,ESTABLISHED,1,1,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anraq.network.microsoft.com,2ff1:110:3040:5::b1,11:58.2,admin,56:40.7,,ESTABLISHED,0,0,0,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anras.network.microsoft.com,172.199.164.86,11:58.3,admin,00:39.6,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anras.network.microsoft.com,2ff1:110:3040:5::c1,11:58.3,admin,00:39.9,,ESTABLISHED,0,0,0,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anras.network.microsoft.com,172.199.164.90,11:58.3,admin,00:40.4,,ESTABLISHED,0,0,1,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anraq.network.microsoft.com,172.199.164.102,11:58.3,admin,56:42.0,,ESTABLISHED,0,0,1,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anraq.network.microsoft.com,172.199.164.106,11:58.3,admin,56:42.0,,ESTABLISHED,1,1,1,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anras.network.microsoft.com,2ff1:110:3040:5::b9,11:58.4,admin,00:40.5,,ESTABLISHED,1,0,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anrur.network.microsoft.com,199.33.62.0,11:59.1,default,27:55.3,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,NS_TOR
d14x98anrur.network.microsoft.com,2ff1:110:3040:1::11b,11:59.1,default,18:13.9,,IDLE,0,0,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98anrur.network.microsoft.com,199.33.62.1,11:59.1,default,27:55.3,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,NS_TOR
d14x98anrur.network.microsoft.com,199.33.62.3,11:59.1,default,27:55.3,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,NS_TOR
d14x98anrur.network.microsoft.com,199.33.62.2,11:59.1,default,27:55.3,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,NS_TOR
d14x98anrur.network.microsoft.com,172.199.160.168,11:59.1,default,27:54.2,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98anrur.network.microsoft.com,172.199.160.164,11:59.1,default,27:54.2,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98anrur.network.microsoft.com,2ff1:110:3040:1::105,11:59.1,default,27:55.2,,ESTABLISHED,0,0,1,corp-ts-v6,d14x98anru1,NS_TOR
d14x98anral.network.microsoft.com,172.199.173.44,11:59.2,scorp,30:07.9,,ESTABLISHED,1,1,2,scorp-ms-v4,d14x98an2m1,MgmtTor
d14x98anral.network.microsoft.com,172.199.173.46,11:59.2,scorp,30:07.8,,ESTABLISHED,0,0,0,scorp-ms-v4,d14x98an2m2,MgmtTor
d14x98anral.network.microsoft.com,2ff1:110:3040:c::13,11:59.3,soc,30:06.2,,ACTIVE,0,0,0,soc-ms-v6,d14x98an2m2,MgmtTor
d14x98anral.network.microsoft.com,2ff1:110:3040:c::11,11:59.3,soc,30:06.4,,ACTIVE,0,0,0,soc-ms-v6,d14x98an2m1,MgmtTor
d14x98anral.network.microsoft.com,172.199.172.12,11:59.3,soc,30:07.8,,ESTABLISHED,1,0,0,soc-ms-v4,d14x98an2m1,MgmtTor
d14x98anral.network.microsoft.com,172.199.172.14,11:59.3,soc,30:07.6,,ESTABLISHED,0,1,1,soc-ms-v4,d14x98an2m2,MgmtTor
d14x98anral.network.microsoft.com,172.199.164.82,11:59.3,admin,30:07.9,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anral.network.microsoft.com,172.199.164.84,11:59.3,admin,30:06.8,,ESTABLISHED,1,1,1,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anrb1.network.microsoft.com,199.37.69.184,12:00.6,default,03:41.0,,ESTABLISHED,0,0,92,corp-wan-v4,d14x98ca950,BL
d14x98anrb1.network.microsoft.com,199.32.65.2,12:00.6,default,00:54.5,,IDLE,0,0,0,evpz-sg2,,BL
d14x98anrb1.network.microsoft.com,199.33.62.125,12:00.6,default,27:46.2,,ESTABLISHED,103,103,,evpz-client,d14x98an5ub,BL
